model_name,num_reaction,num_species,probability_of_occurrence_strong,probability_of_occurrence_weak
BIOMD0000000608,140,52,,
BIOMD0000000998,66,23,,
BIOMD0000000580,26,39,,
BIOMD0000000635,113,80,,
BIOMD0000000233,4,4,0.0,0.0
BIOMD0000000018,47,33,,
BIOMD0000000805,10,4,0.0,0.0
BIOMD0000000424,58,55,,
BIOMD0000000785,5,2,0.00025,0.00016
BIOMD0000000431,28,27,,
BIOMD0000000369,0,7,,
BIOMD0000000962,3,5,0.0,0.0
BIOMD0000000208,15,6,,
BIOMD0000000680,0,4,,
BIOMD0000000723,73,25,,
BIOMD0000000285,72,27,,
BIOMD0000000642,0,4,,
BIOMD0000000244,109,47,,
BIOMD0000000047,3,2,0.01376,0.01281
BIOMD0000000866,4,4,0.0,0.0
BIOMD0000000335,31,34,,
BIOMD0000000903,10,5,0.0,0.0
BIOMD0000001016,9,8,0.0,0.0
BIOMD0000000478,39,33,,
BIOMD0000000732,6,5,0.0,0.0
BIOMD0000000525,19,18,,
BIOMD0000000662,10,5,0.0,0.0
BIOMD0000000514,35,46,,
BIOMD0000000298,0,10,,
BIOMD0000000893,6,3,1e-05,1e-05
BIOMD0000000271,8,6,0.0,0.0
BIOMD0000000264,15,14,,
BIOMD0000000660,35,20,,
BIOMD0000000512,75,39,,
BIOMD0000000261,29,17,,
BIOMD0000000881,10,4,0.0,0.0
BIOMD0000000511,36,46,,
BIOMD0000000276,0,3,,
BIOMD0000000173,26,26,,
BIOMD0000000761,14,6,,
BIOMD0000000358,8,12,0.0,0.0
BIOMD0000000819,30,11,,
BIOMD0000000979,4,5,0.0,0.0
BIOMD0000000429,16,15,,
BIOMD0000000808,15,6,,
BIOMD0000000001,17,12,,
BIOMD0000000389,18,22,,
BIOMD0000000189,14,18,,
BIOMD0000000764,9,4,0.0,0.0
BIOMD0000000407,88,47,,
