model_name,num_reaction,num_species,probability_of_occurrence_strong,probability_of_occurrence_weak
BIOMD0000000393,36,58,,
BIOMD0000000972,13,8,,
BIOMD0000000379,0,12,,
BIOMD0000000838,6,3,0.0,0.0
BIOMD0000000757,18,10,,
BIOMD0000000597,56,28,,
BIOMD0000000178,4,6,0.0,0.0
BIOMD0000000356,64,32,,
BIOMD0000000790,14,4,,
BIOMD0000000425,4,1,0.00125,0.00109
BIOMD0000000369,0,7,,
BIOMD0000000037,12,12,,
BIOMD0000000546,5,3,7e-05,6e-05
BIOMD0000000643,0,6,,
BIOMD0000000509,0,16,,
BIOMD0000000736,22,12,,
BIOMD0000000332,69,78,,
BIOMD0000001006,21,10,,
BIOMD0000000913,12,6,,
BIOMD0000000480,88,41,,
BIOMD0000000651,16,29,,
BIOMD0000000282,3,6,0.0,1e-05
BIOMD0000000526,19,18,,
BIOMD0000000888,8,4,0.0,0.0
BIOMD0000000322,9,4,0.0,0.0
BIOMD0000000929,24,5,,
BIOMD0000000445,64,32,,
BIOMD0000000886,10,5,0.0,0.0
something,1,2,0.50919,0.50856
BIOMD0000000529,12,13,,
BIOMD0000000893,6,3,0.0,0.0
BIOMD0000000517,9,4,0.0,0.0
BIOMD0000000714,10,4,0.0,0.0
BIOMD0000000674,73,53,,
BIOMD0000000314,12,12,,
BIOMD0000000705,61,43,,
BIOMD0000000117,6,2,0.0001,0.00017
BIOMD0000001009,8,6,0.0,0.0
BIOMD0000000921,13,5,,
BIOMD0000000699,48,36,,
BIOMD0000000365,33,30,,
BIOMD0000000990,65,23,,
BIOMD0000000827,9,10,0.0,0.0
BIOMD0000000428,23,31,,
BIOMD0000000950,0,7,,
BIOMD0000000401,0,3,,
BIOMD0000000405,8,6,0.0,0.0
BIOMD0000000798,9,5,0.0,0.0
BIOMD0000000410,91,53,,
BIOMD0000000837,17,8,,
BIOMD0000000764,9,4,0.0,0.0
BIOMD0000000361,5,8,0.0,0.0
