model_name,num_reaction,num_species,probability_of_occurrence_strong,probability_of_occurrence_weak
BIOMD0000000608,140,52,,
BIOMD0000000740,0,43,,
BIOMD0000000027,4,5,0.0,0.0
BIOMD0000000609,10,5,0.0,0.0
BIOMD0000000353,9,28,,
BIOMD0000000965,8,5,0.0,0.0
BIOMD0000000434,35,34,,
BIOMD0000000801,13,4,,
BIOMD0000000587,23,10,,
BIOMD0000000586,23,10,,
BIOMD0000000169,27,11,,
BIOMD0000000221,11,12,,
BIOMD0000000988,18,20,,
BIOMD0000000368,0,8,,
BIOMD0000000327,11,8,,
BIOMD0000000938,8,5,0.0,0.0
BIOMD0000000520,7,3,0.0,0.0
BIOMD0000000126,11,9,,
BIOMD0000000278,0,3,,
BIOMD0000000053,12,6,,
BIOMD0000000866,4,4,0.0,0.0
BIOMD0000000453,117,109,,
BIOMD0000000081,15,23,,
BIOMD0000000320,14,9,,
BIOMD0000000861,36,26,,
BIOMD0000000295,8,5,0.0,0.0
BIOMD0000000041,9,10,0.0,0.0
BIOMD0000000690,10,17,,
BIOMD0000000306,8,5,0.0,0.0
BIOMD0000000931,6,3,0.0,1e-05
BIOMD0000001019,8,3,0.0,0.0
BIOMD0000000846,7,3,0.0,0.0
BIOMD0000000729,7,3,0.0,1e-05
BIOMD0000001026,2,1,0.02652,0.02695
BIOMD0000000116,10,6,0.0,0.0
BIOMD0000000076,2,3,0.05728,0.05764
BIOMD0000000498,44,21,,
BIOMD0000000115,5,2,0.00094,0.00091
BIOMD0000000288,13,19,,
BIOMD0000000262,11,11,,
BIOMD0000000173,26,26,,
BIOMD0000000588,157,76,,
BIOMD0000000210,12,18,,
BIOMD0000000170,17,7,,
BIOMD0000000004,7,5,0.0,0.0
BIOMD0000000561,0,1,,
BIOMD0000000149,33,28,,
BIOMD0000000565,64,26,,
BIOMD0000000982,2,3,0.05618,0.05637
BIOMD0000000174,10,4,0.0,0.0
BIOMD0000000228,22,9,,
BIOMD0000000765,9,4,0.0,0.0
BIOMD0000000836,0,2,,
