model_name,num_reaction,num_species,probability_of_occurrence_strong,probability_of_occurrence_weak
BIOMD0000000146,34,36,,
BIOMD0000000581,32,28,,
BIOMD0000000999,66,23,,
BIOMD0000000184,7,3,1e-05,1e-05
BIOMD0000000421,4,2,0.00026,0.00028
BIOMD0000000970,3,5,0.0,0.0
BIOMD0000000385,4,6,0.0,0.0
BIOMD0000000626,6,6,0.0,0.0
BIOMD0000000222,11,12,,
BIOMD0000000753,7,2,0.0,0.0
BIOMD0000000633,35,50,,
BIOMD0000000209,12,20,,
BIOMD0000000977,15,6,,
BIOMD0000000432,10,11,0.0,0.0
BIOMD0000000333,45,54,,
BIOMD0000000079,6,3,0.0,0.0
BIOMD0000000252,0,4,,
BIOMD0000000124,2,2,0.0054,0.00551
BIOMD0000000244,109,47,,
BIOMD0000000721,10,5,0.0,0.0
BIOMD0000000325,10,6,0.0,0.0
BIOMD0000000321,6,3,5e-05,3e-05
BIOMD0000000902,7,4,0.0,0.0
BIOMD0000000452,117,109,,
BIOMD0000000646,24,18,,
BIOMD0000000256,56,27,,
BIOMD0000000733,6,3,0.0,0.0
BIOMD0000001015,9,6,0.0,0.0
BIOMD0000000312,4,3,0.0,0.0
BIOMD0000000919,5,2,8e-05,6e-05
BIOMD0000001031,4,3,0.00054,0.00059
BIOMD0000000885,8,4,0.0,0.0
BIOMD0000000701,48,36,,
BIOMD0000001032,7,4,0.0,0.0
BIOMD0000000664,15,8,,
BIOMD0000000738,22,12,,
BIOMD0000000513,21,31,,
BIOMD0000000897,4,2,0.00026,0.00041
BIOMD0000000511,36,46,,
BIOMD0000000510,36,47,,
BIOMD0000000128,3,3,0.00026,0.00025
BIOMD0000000211,21,27,,
BIOMD0000000589,0,13,,
BIOMD0000000602,42,56,,
BIOMD0000000776,4,2,0.00112,0.00096
BIOMD0000000011,30,22,,
BIOMD0000000603,58,29,,
BIOMD0000000217,16,22,,
BIOMD0000000014,300,86,,
BIOMD0000000821,7,3,0.0,0.0
BIOMD0000000360,8,9,0.0,0.0
BIOMD0000000017,14,19,,
BIOMD0000000822,13,8,,
